classification,Rf_ohm,Cpd_F,Cf_F,ft_Hz,f_Hz,magnitude_normalized_dB
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,34735418.2177486,-56.0651835167543
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,35780637.0541473,-56.5804632600914
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,36857307.4311352,-57.0957281850505
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,37966375.7528252,-57.6109791390046
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,39108816.9014498,-58.1262169211847
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,40285635.0942929,-58.6414422853797
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,41497864.7664067,-59.1566559424883
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,42746571.4798905,-59.6718585629317
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,44032852.8605307,-60.1870507789336
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,45357839.5626249,-60.7022331866742
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,46722696.2628381,-61.2174063483261
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,48128622.6839657,-61.7325707939762
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,49576854.6495016,-62.2477270234423
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,51068665.1699397,-62.7628755079874
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,52605365.5617629,-63.2780166919393
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,54188306.6001033,-63.7931509942192
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,55818879.7060874,-64.3082788097849
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,57498518.1699092,-64.8234005109932
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,59228698.410707,-65.3385164488857
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,61010941.2743502,-65.8536269544026
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,62846813.3702784,-66.3687323395271
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,64737928.448567,-66.8838328983668
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,66685948.8184295,-67.3989289081731
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,68692586.8094044,-67.9140206303028
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,70759606.2765099,-68.429108311126
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,72888824.1506902,-68.9441921828821
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,75082112.0359163,-69.4592724644875
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,77341397.8543444,-69.9743493622971
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,79668667.5409796,-70.4894230708231
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,82065966.7893319,-71.0044937734122
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,84535402.849602,-71.5195616428854
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,87079146.3809755,-72.03462684214
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,89699433.3596537,-72.5496895247184
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,92398567.0442998,-73.0647498353441
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,95178920.0006259,-73.5798079104267
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,98042936.1869029,-74.0948638785391
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,100993133.102223,-74.6099178608665
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,104032103.999411,-75.1249699716302
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,107162520.164511,-75.6400203184866
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,110387133.264885,-76.1550690029052
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,113708777.767945,-76.6701161205219
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,117130373.432689,-77.1851617614753
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,120654927.87619,-77.7002060107216
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,124285539.217328,-78.2152489483321
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,128025398.800062,-78.7302906497742
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,131877793.998657,-79.2453311861754
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,135846111.107322,-79.7603706245727
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,139933838.316788,-80.2754090281478
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,144144568.780471,-80.7904464564482
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,148482003.772888,-81.3054829655966
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,152949955.943112,-81.8205186084873
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,157552352.666132,-82.3355534349717
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,162293239.495052,-82.8505874920337
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,167176783.717177,-83.365620823954
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,172207278.017097,-83.8806534724659
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,177389144.250003,-84.3956854769014
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,182726937.328539,-84.9107168743296
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,188225349.226618,-85.4257476996868
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,193889213.103715,-85.9407779858989
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,199723507.553262,-86.4558077639973
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,205733360.978882,-86.9708370632277
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,211924056.102306,-87.4858659111527
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,218301034.606942,-88.000894333749
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,224869901.921166,-88.5159223554982
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,231636432.145553,-89.0309499994734
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,238606573.128366,-89.5459772874192
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,245786451.693781,-90.0610042398294
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,253182379.027416,-90.5760308760177
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,260800856.223942,-91.0910572141868
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,268648580.001594,-91.6060832714914
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,276732448.588671,-92.1211090640991
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,285059567.787131,-92.6361346072466
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,293637257.218679,-93.151159915294
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,302473056.758773,-93.6661850017745
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,311574733.164265,-94.1812098794428
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,320950286.900443,-94.6962345603188
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,330607959.173539,-95.2112590557314
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,340556239.174811,-95.7262833763564
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,350803871.54265,-96.2413075322561
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,361359864.049184,-96.7563315329127
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,372233495.518222,-97.2713553872633
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,383434323.98141,-97.78637910373
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,394972195.079862,-98.3014026902505
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,406857250.718552,-98.8164261543053
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,419099937.981179,-99.3314495029446
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,431711018.313229,-99.8464727428123
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,444701576.981422,-100.36149588017
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,458083032.817747,-100.87651892092
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,471867148.256756,-101.391541870622
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,486066039.674843,-101.90656473452
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,500692188.04067,-102.421587517551
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,515758449.886061,-102.936610224371
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,531278068.607024,-103.451632859369
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,547264686.104832,-103.966655426678
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,563732354.777388,-104.481677930195
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,580695549.871426,-104.996700373593
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,598169182.206399,-105.511722760333
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,616168611.28124,-106.026745093675
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,634709658.775514,-106.541767376696
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,653808622.456835,-107.056789612291
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,673482290.506772,-107.57181180319
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,693747956.277823,-108.086833951968
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,714623433.494451,-108.601856061048
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,736127071.911523,-109.116878132716
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,758277773.443936,-109.631900169126
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,781095008.781584,-110.146922172307
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,804598834.504296,-110.661944144173
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,828809910.711766,-111.176966086527
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,853749519.183995,-111.691988001067
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,879439582.088188,-112.207009889394
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,905902681.248551,-112.722031753019
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,933162077.99597,-113.237053593362
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,961241733.614907,-113.752075411764
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,990166330.40567,-114.267097209489
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1019961293.38035,-114.782118987726
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1050652812.61169,-115.297140747598
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1082267866.25442,-115.812162490161
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1114834244.25934,-116.327184216413
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1148380572.80092,-116.842205927292
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1182936339.44007,-117.357227623684
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1218531919.04393,-117.872249306422
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1255198600.48573,-118.387270976293
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1292968614.14799,-118.902292634036
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1331875160.2534,-119.417314280351
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1371952438.04812,-119.932335915896
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1413235675.86323,-120.44735754129
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1455761162.08087,-120.962379157117
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1499566277.03201,-121.477400763929
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1544689525.8542,-121.992422362245
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1591170572.33791,-122.507443952553
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1639050273.79148,-123.022465535315
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1688370716.95505,-123.537487110965
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1739175254.99523,-124.052508679913
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1791508545.61301,-124.567530242543
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1845416590.29827,-125.082551799221
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1900946774.76563,-125.597573350289
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,1958147910.60688,-126.112594896069
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2017070278.19695,-126.627616436867
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2077765670.8908,-127.142637972968
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2140287440.55033,-127.657659504644
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2204690544.4412,-128.172681032149
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2271031593.54083,-128.687702555723
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2339368902.3,-129.202724075593
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2409762539.90186,-129.717745591972
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2482274383.06332,-130.23276710506
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2556968170.42535,-130.747788615048
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2633909558.57984,-131.262810122113
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2713166179.78244,-131.777831626424
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2794807701.40198,-132.29285312814
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2878905887.15881,-132.80787462741
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,2965534660.20579,-133.322896124374
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3054770168.10753,-133.837917619166
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3146690849.77484,-134.35293911191
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3241377504.41334,-134.867960602725
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3338913362.54677,-135.382982091722
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3439384159.17744,-135.898003579004
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3542878209.14822,-136.413025064672
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3649486484.77208,-136.928046548817
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3759302695.79777,-137.443068031528
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3872423371.78158,-137.958089512886
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,3988947946.93779,-138.473110992971
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4108978847.54236,-138.988132471855
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4232621581.96668,-139.503153949607
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4359984833.42045,-140.018175426293
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4491180555.48534,-140.533196901974
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4626324070.52331,-141.048218376707
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4765534171.04614,-141.563239850548
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,4908933224.13523,-142.078261323548
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,5056647279.00349,-142.593282795754
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,5208806177.79394,-143.108304267214
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,5365543669.71214,-143.623325737969
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,5526997528.59318,-144.138347208061
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,5693309674.00626,-144.653368677527
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,5864626296.00338,-145.168390146404
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,6041097983.6219,-145.683411614725
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,6222879857.25384,-146.198433082522
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,6410131704.99823,-146.713454549827
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,6603018123.11645,-147.228476016666
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,6801708660.71408,-147.743497483067
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,7006377968.77617,-148.258518949055
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,7217205953.6873,-148.773540414654
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,7434377935.37105,-149.288561879886
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,7658084810.1881,-149.803583344772
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,7888523218.73609,-150.318604809333
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,8125895718.69862,-150.833626273587
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,8370410962.89553,-151.348647737551
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,8622283882.69085,-151.863669201242
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,8881735876.91961,-152.378690664677
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,9148995006.49964,-152.893712127869
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,9424296194.89944,-153.408733590833
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,9707881434.63827,-153.923755053582
Safe,10000,1e-11,3.45510729459222e-12,1603718.74375133,10000000000,-154.438776516128
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10,-8.68584611589687e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10.3009086661477,-8.68584611011085e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10.6108719348317,-8.68584610403553e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,10.9301622668892,-8.68584609776734e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,11.25906032174,-8.68584609092054e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,11.5978552040891,-8.68584608349515e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,11.9468447180528,-8.68584607606975e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,12.3063356289312,-8.68584606787288e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,12.6766439328579,-8.68584605919385e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,13.0580951345645,-8.68584605022552e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,13.4510245335017,-8.68584604038928e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,13.8557775185714,-8.6858460301673e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,14.2727098717267,-8.6858460192703e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,14.7021880807081,-8.68584600769825e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,15.14458966119,-8.68584599535474e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,15.6003034886204,-8.68584598223975e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,16.0697301400464,-8.6858459686426e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,16.5532822462259,-8.6858459537918e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,17.0513848543338,-8.68584593816954e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,17.5644758015827,-8.68584592187225e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,18.0930061000866,-8.68584590422488e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,18.6374403333045,-8.68584588570961e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,19.1982570644148,-8.6858458659407e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,19.7759492569762,-8.68584584482171e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,20.3710247082484,-8.68584582283483e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,20.9840064955505,-8.68584579911213e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,21.6154334360517,-8.6858457738465e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,22.2658605603964,-8.6858457475201e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,22.9358596005824,-8.68584571916859e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,23.6260194925187,-8.68584568937057e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,24.3369468937061,-8.68584565745101e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,25.0692667164954,-8.68584562408495e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,25.8236226773916,-8.68584558801874e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,26.6006778628872,-8.68584555031316e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,27.4011153123219,-8.68584551000387e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,28.225638618281,-8.68584546738017e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,29.0749725450605,-8.68584542195989e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,29.9498636657421,-8.68584537383947e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,30.8510810184385,-8.68584532292247e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,31.7794167822859,-8.68584526872672e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,32.735686973777,-8.68584521125223e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,33.7207321640478,-8.68584515020969e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,34.7354182177487,-8.68584508579197e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,35.7806370541473,-8.6858450172276e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,36.8573074311352,-8.68584494442015e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,37.9663757528252,-8.68584486727318e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,39.1088169014498,-8.68584478511166e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,40.2856350942929,-8.68584469822489e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,41.4978647664067,-8.68584460574496e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,42.7465714798905,-8.68584450796118e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,44.0328528605307,-8.6858444041985e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,45.3578395626248,-8.6858442937819e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,46.722696262838,-8.68584417680781e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,48.1286226839656,-8.68584405279406e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,49.5768546495016,-8.68584392106561e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,51.0686651699397,-8.68584378123673e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,52.6053655617628,-8.68584363301812e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,54.1883066001032,-8.68584347544543e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,55.8188797060873,-8.68584330861511e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,57.4985181699092,-8.68584313136995e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,59.2286984107071,-8.68584294332422e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,61.0109412743503,-8.68584274380287e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,62.8468133702785,-8.68584253242017e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,64.737928448567,-8.68584230753676e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,66.6859488184295,-8.68584206944193e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,68.6925868094045,-8.6858418164963e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,70.7596062765099,-8.68584154821772e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,72.8888241506902,-8.68584126335254e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,75.0821120359163,-8.68584096132215e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,77.3413978543444,-8.68584064087293e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,79.6686675409796,-8.6858403006548e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,82.0659667893319,-8.68583993970342e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,84.535402849602,-8.68583955666872e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,87.0791463809755,-8.68583915029706e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,89.6994333596537,-8.68583871933481e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,92.3985670442997,-8.68583826146755e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,95.1789200006259,-8.68583777621311e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,98.0429361869028,-8.68583726116066e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,100.993133102224,-8.68583671447796e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,104.032103999411,-8.68583613462205e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,107.162520164511,-8.68583551908567e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,110.387133264884,-8.68583486603658e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,113.708777767945,-8.68583417325681e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,117.130373432689,-8.68583343775689e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,120.654927876191,-8.68583265760817e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,124.285539217328,-8.68583183001406e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,128.025398800062,-8.68583095169582e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,131.877793998657,-8.685830019664e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,135.846111107322,-8.68582903063986e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,139.933838316788,-8.68582798134466e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,144.144568780471,-8.6858268678246e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,148.482003772888,-8.6858256864152e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,152.949955943112,-8.68582443277696e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,157.552352666132,-8.68582310228105e-05
Marginal,10000,1e-12,2.28546386413499e-13,43754793.7507418,162.293239495052,-8.68582169087725e-05
